ID,target
1061,0
1062,1
1063,0
1064,1
1065,2
1066,1
1067,1
1068,2
1069,1
1070,1
1071,1
1072,1
1073,1
1074,0
1075,1
1076,1
1077,1
1078,1
1079,0
1080,0
1081,0
1082,2
1083,1
1084,0
1085,0
1086,1
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,1
1095,2
1096,0
1097,1
1098,2
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,2
1106,0
1107,1
1108,2
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,0
1117,0
1118,1
1119,2
1120,1
1121,1
1122,2
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,2
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,2
1150,1
1151,2
1152,1
1153,1
1154,0
1155,1
1156,1
1157,2
1158,2
1159,1
1160,0
1161,1
1162,1
1163,1
1164,0
1165,1
1166,0
1167,1
1168,1
1169,1
1170,1
1171,1
1172,0
1173,1
1174,1
1175,1
1176,2
1177,1
1178,1
1179,1
1180,1
1181,0
1182,0
1183,0
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,0
1191,1
1192,1
1193,1
1194,1
1195,0
1196,0
1197,0
1198,2
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,2
1219,0
1220,1
1221,1
1222,1
1223,2
1224,1
1225,2
1226,1
1227,1
1228,1
1229,1
1230,1
1231,0
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,1
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,1
1258,0
1259,1
1260,2
1261,0
1262,1
1263,2
1264,0
1265,0
1266,1
1267,1
1268,2
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,1
1276,2
1277,2
1278,1
1279,0
1280,1
1281,1
1282,1
1283,1
1284,0
1285,1
1286,0
1287,0
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,0
1297,0
1298,0
1299,1
1300,1
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,0
1316,1
1317,1
1318,1
1319,1
1320,0
1321,0
1322,1
1323,0
1324,1
1325,0
1326,0
1327,1
1328,1
1329,1
1330,0
1331,0
1332,1
1333,1
1334,1
1335,0
1336,1
1337,1
1338,1
1339,1
1340,1
1341,0
1342,0
1343,0
1344,1
1345,0
1346,0
1347,1
1348,0
1349,1
1350,0
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,2
1365,0
1366,2
1367,1
1368,1
1369,1
1370,0
1371,1
1372,0
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,2
1380,1
1381,0
1382,1
1383,2
1384,0
1385,0
1386,1
1387,2
1388,1
1389,1
1390,1
1391,2
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,0
1401,0
1402,2
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0
1420,0
1421,0
1422,0
1423,1
1424,1
1425,1
1426,1
1427,1
1428,0
1429,0
1430,1
1431,2
1432,1
1433,0
1434,0
1435,1
1436,0
1437,1
1438,0
1439,0
1440,0
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,1
1448,2
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,1
1456,2
1457,0
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,0
1472,0
1473,1
1474,2
1475,1
1476,1
1477,2
1478,0
1479,1
1480,2
1481,1
1482,1
1483,1
1484,0
1485,1
1486,1
1487,0
1488,0
1489,1
1490,1
1491,1
1492,0
1493,0
1494,1
1495,1
1496,1
1497,1
1498,0
1499,1
1500,1
1501,0
1502,1
1503,1
1504,1
1505,2
1506,0
1507,1
1508,1
1509,0
1510,1
1511,1
1512,0
1513,1
1514,1
1515,1
1516,1
1517,1
1518,0
1519,1
1520,1
1521,1
1522,0
1523,1
1524,0
1525,1
1526,1
1527,0
1528,1
1529,1
1530,0
1531,1
1532,0
1533,0
1534,0
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,0
1542,0
1543,1
1544,1
1545,1
1546,1
1547,2
1548,2
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,0
1556,0
1557,2
1558,2
1559,1
1560,1
1561,1
1562,0
1563,0
1564,1
1565,1
1566,0
1567,1
1568,1
1569,1
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,1
1577,0
1578,0
1579,1
1580,0
1581,1
1582,1
1583,0
1584,0
1585,0
1586,0
1587,2
1588,1
1589,1
1590,2
1591,1
1592,1
1593,1
1594,1
1595,0
1596,0
1597,2
1598,1
1599,0
1600,1
1601,0
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,1
1609,0
1610,1
1611,1
1612,0
1613,0
1614,1
1615,1
1616,0
1617,1
1618,1
1619,1
1620,1
1621,1
1622,0
1623,1
1624,1
1625,0
1626,0
1627,1
1628,1
1629,0
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,0
1639,0
1640,0
1641,2
1642,0
1643,0
1644,1
1645,1
1646,0
1647,1
1648,0
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,1
1656,1
1657,2
1658,1
1659,2
1660,1
1661,1
1662,0
1663,0
1664,1
1665,1
1666,1
1667,0
1668,1
1669,2
1670,0
1671,1
1672,1
1673,1
1674,1
1675,0
1676,0
1677,1
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,1
1685,2
1686,2
1687,2
1688,0
1689,1
1690,1
1691,0
1692,1
1693,1
1694,1
1695,1
1696,1
1697,0
1698,0
1699,1
1700,1
1701,1
1702,1
1703,2
1704,1
1705,1
1706,1
1707,0
1708,0
1709,1
1710,0
1711,1
1712,1
1713,1
1714,0
1715,0
1716,1
1717,0
1718,0
1719,1
1720,1
1721,0
1722,1
1723,0
1724,1
1725,0
1726,1
1727,0
1728,1
1729,1
1730,0
1731,1
1732,1
1733,1
1734,2
1735,1
1736,1
1737,1
1738,0
1739,1
1740,0
1741,0
1742,1
1743,1
1744,0
1745,2
1746,2
1747,1
1748,1
1749,0
1750,1
1751,0
1752,1
1753,1
1754,0
1755,1
1756,1
1757,1
1758,0
1759,1
1760,1
1761,0
1762,1
1763,2
1764,0
1765,0
1766,1
1767,1
1768,1
1769,2
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,2
1777,0
1778,0
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,0
1786,1
1787,1
1788,0
1789,1
1790,1
1791,1
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,1
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,1
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,0
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,1
1827,0
1828,1
1829,1
1830,1
1831,1
1832,0
1833,1
1834,1
1835,0
1836,1
1837,1
1838,1
1839,0
1840,1
1841,1
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,1
1849,0
1850,1
1851,1
1852,1
1853,1
1854,2
1855,1
1856,1
1857,0
1858,1
1859,1
1860,2
1861,1
1862,1
1863,1
1864,0
1865,0
1866,1
1867,2
1868,1
1869,1
1870,1
1871,1
1872,0
1873,2
1874,2
1875,0
1876,2
1877,0
1878,2
1879,0
1880,0
1881,0
1882,2
1883,0
1884,1
1885,1
1886,1
1887,0
1888,0
1889,1
1890,0
1891,1
1892,1
1893,0
1894,2
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,2
1905,1
1906,0
1907,1
1908,1
1909,2
1910,0
1911,0
1912,1
1913,1
1914,2
1915,1
1916,1
1917,1
1918,1
1919,1
1920,0
1921,1
1922,1
1923,0
1924,1
1925,1
1926,1
1927,1
1928,0
1929,1
1930,1
1931,2
1932,1
1933,0
1934,0
1935,1
1936,0
1937,1
1938,0
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,0
1946,1
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,0
1954,1
1955,1
1956,1
1957,1
1958,0
1959,1
1960,0
1961,1
1962,0
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,1
1970,2
1971,2
1972,0
1973,1
1974,1
1975,1
1976,0
1977,0
1978,1
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,0
1987,1
1988,1
1989,1
1990,0
1991,2
1992,1
1993,0
1994,0
1995,1
1996,0
1997,1
1998,0
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,1
2006,0
2007,2
2008,1
2009,2
2010,1
2011,1
2012,1
2013,1
2014,0
2015,1
2016,1
2017,1
2018,0
2019,0
2020,1
2021,0
2022,1
2023,1
2024,1
2025,1
2026,1
2027,0
2028,1
2029,2
2030,1
2031,0
2032,1
2033,1
2034,1
2035,1
2036,1
2037,0
2038,1
2039,1
2040,1
2041,1
2042,1
2043,0
2044,1
2045,0
2046,1
2047,0
2048,0
2049,0
2050,1
2051,2
2052,1
2053,1
2054,1
2055,1
2056,1
2057,2
2058,1
2059,0
2060,1
2061,2
2062,1
2063,1
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,1
2071,1
2072,1
2073,2
2074,0
2075,1
2076,1
2077,0
2078,1
2079,0
2080,1
2081,1
2082,1
2083,0
2084,0
2085,1
2086,0
2087,0
2088,1
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,2
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,1
2103,1
2104,1
2105,1
2106,1
2107,0
2108,0
2109,1
2110,1
2111,1
2112,1
2113,0
2114,0
2115,1
2116,1
2117,1
2118,0
2119,0
2120,0
2121,0
2122,2
2123,1
2124,1
2125,0
2126,1
2127,0
2128,0
2129,1
2130,1
2131,1
2132,0
2133,0
2134,0
2135,1
2136,2
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,0
2150,1
2151,1
2152,1
2153,1
2154,2
2155,0
2156,0
2157,0
2158,1
2159,1
2160,0
2161,1
2162,1
2163,1
2164,2
2165,1
2166,1
2167,1
2168,0
2169,1
2170,1
2171,0
2172,1
2173,0
2174,1
2175,0
2176,0
2177,1
2178,0
2179,1
2180,0
2181,1
2182,1
2183,2
2184,1
2185,0
2186,0
2187,0
2188,0
2189,0
2190,1
2191,1
2192,1
2193,1
2194,0
2195,2
2196,0
2197,0
2198,2
2199,1
2200,0
2201,1
2202,1
2203,1
2204,1
2205,1
2206,0
2207,0
2208,1
2209,1
2210,1
2211,1
2212,0
2213,2
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,2
2221,0
2222,1
2223,1
2224,1
2225,1
2226,0
2227,0
2228,1
2229,0
2230,1
2231,1
2232,1
2233,0
2234,1
2235,2
2236,1
2237,2
2238,1
2239,1
2240,1
2241,1
2242,0
2243,1
2244,1
2245,0
2246,0
2247,0
2248,0
2249,2
2250,0
2251,0
2252,1
2253,1
2254,0
2255,1
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,0
2264,0
2265,1
2266,1
2267,1
2268,1
2269,1
2270,2
2271,1
2272,1
2273,1
2274,0
2275,2
2276,0
2277,1
2278,1
2279,1
2280,0
2281,1
2282,0
2283,0
2284,1
2285,0
2286,1
2287,2
2288,1
2289,0
2290,1
2291,0
2292,2
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,0
2300,1
2301,0
2302,1
2303,0
2304,1
2305,1
2306,0
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,0
2315,0
2316,1
2317,1
2318,1
2319,1
2320,1
2321,0
2322,0
2323,1
2324,0
2325,2
2326,0
2327,0
2328,0
2329,1
2330,0
2331,0
2332,1
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,2
2343,2
2344,0
2345,0
2346,1
2347,0
2348,0
2349,1
2350,0
2351,0
2352,0
2353,1
2354,1
2355,1
2356,1
2357,0
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,0
2366,0
2367,1
2368,1
2369,0
2370,1
2371,0
2372,1
2373,1
2374,0
2375,1
2376,0
2377,0
2378,0
2379,2
2380,1
2381,0
2382,0
2383,1
2384,1
2385,0
2386,1
2387,1
2388,0
2389,0
2390,0
2391,0
2392,0
2393,1
2394,1
2395,0
2396,1
2397,1
2398,1
2399,1
2400,1
2401,0
2402,1
2403,0
2404,0
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,0
2432,1
2433,1
2434,0
2435,0
2436,1
2437,1
2438,0
2439,1
2440,1
2441,1
2442,0
2443,0
2444,2
2445,0
2446,1
2447,1
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,0
2455,0
2456,0
2457,1
2458,1
2459,1
2460,1
2461,1
2462,0
2463,1
2464,1
2465,1
2466,0
2467,1
2468,1
2469,1
2470,0
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,0
2479,0
2480,1
2481,1
2482,1
2483,1
2484,1
2485,0
2486,2
2487,1
2488,0
2489,1
2490,1
2491,0
2492,0
2493,0
2494,1
2495,0
2496,0
2497,1
2498,1
2499,1
2500,1
2501,2
2502,0
2503,0
2504,1
2505,1
2506,0
2507,1
2508,0
2509,2
2510,1
2511,1
2512,0
2513,1
2514,0
2515,0
2516,0
2517,1
2518,1
2519,1
2520,1
2521,1
2522,0
2523,1
2524,0
2525,1
2526,1
2527,2
2528,1
2529,0
2530,0
2531,1
2532,0
2533,1
2534,0
2535,1
2536,1
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,1
2544,1
2545,1
2546,1
2547,0
2548,2
2549,2
2550,0
2551,1
2552,0
2553,1
2554,0
2555,1
2556,0
2557,1
2558,0
2559,1
2560,1
2561,1
2562,0
2563,1
2564,1
2565,0
2566,0
2567,0
2568,1
2569,0
2570,2
2571,1
2572,1
2573,1
2574,2
2575,2
2576,1
2577,0
2578,0
2579,1
2580,1
2581,1
2582,1
2583,0
2584,1
2585,1
2586,1
2587,0
2588,0
2589,0
2590,2
2591,1
2592,2
2593,2
2594,0
2595,2
2596,0
2597,1
2598,0
2599,1
2600,0
2601,2
2602,1
2603,1
2604,1
2605,1
2606,2
2607,1
2608,1
2609,0
2610,1
2611,0
2612,1
2613,0
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,1
2621,1
2622,1
2623,0
2624,2
2625,1
2626,1
2627,1
2628,1
2629,1
2630,0
2631,0
2632,1
2633,1
2634,0
2635,0
2636,1
2637,1
2638,1
2639,0
2640,1
2641,1
2642,1
2643,0
2644,0
2645,1
2646,2
2647,0
2648,0
2649,0
2650,1
2651,1
2652,1
2653,0
2654,1
2655,0
2656,0
2657,0
2658,0
2659,1
2660,0
2661,1
2662,1
2663,0
2664,1
2665,0
2666,1
2667,1
2668,1
2669,2
2670,1
2671,2
2672,2
2673,0
2674,1
2675,1
2676,1
2677,1
2678,0
2679,1
2680,2
2681,0
2682,1
2683,0
2684,0
2685,0
2686,1
2687,1
2688,1
2689,1
2690,0
2691,0
2692,1
2693,1
2694,0
2695,1
2696,1
2697,1
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,0
2705,1
2706,1
2707,0
2708,1
2709,1
2710,1
2711,1
2712,0
2713,1
2714,0
2715,1
2716,2
2717,1
2718,1
2719,1
2720,1
2721,1
2722,0
2723,0
2724,1
2725,0
2726,1
2727,0
2728,1
2729,0
2730,0
2731,2
2732,0
2733,2
2734,2
2735,1
2736,1
2737,1
2738,1
2739,1
2740,0
2741,1
2742,0
2743,2
2744,1
2745,1
2746,1
2747,0
2748,1
2749,1
2750,0
2751,1
2752,1
2753,0
2754,1
2755,1
2756,0
2757,1
2758,1
2759,0
2760,1
2761,1
2762,0
2763,1
2764,1
2765,0
2766,1
2767,2
2768,0
2769,0
2770,1
2771,0
2772,0
2773,1
2774,0
2775,1
2776,0
2777,2
2778,1
2779,1
2780,1
2781,0
2782,1
2783,1
2784,0
2785,0
2786,2
2787,1
2788,0
2789,0
2790,1
2791,1
2792,1
2793,0
2794,1
2795,1
2796,1
2797,1
2798,1
2799,0
2800,1
2801,0
2802,1
2803,0
2804,1
2805,1
2806,1
2807,0
2808,1
2809,1
2810,1
2811,0
2812,2
2813,1
2814,1
2815,0
2816,1
2817,1
2818,1
2819,0
2820,2
2821,0
2822,1
2823,0
2824,1
2825,1
2826,2
2827,0
2828,1
2829,1
2830,1
2831,1
2832,0
2833,1
2834,0
2835,0
2836,0
2837,1
2838,0
2839,2
2840,0
2841,1
2842,1
2843,1
2844,1
2845,0
2846,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,2
2853,1
2854,1
2855,1
2856,0
2857,0
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,0
2865,0
2866,0
2867,1
2868,1
2869,1
2870,0
2871,2
2872,0
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,0
2883,1
2884,2
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,0
2893,1
2894,1
2895,0
2896,1
2897,1
2898,1
2899,1
2900,0
2901,2
2902,0
2903,2
2904,1
2905,1
2906,1
2907,1
2908,0
2909,1
2910,0
2911,2
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,0
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,1
2928,1
2929,0
2930,0
2931,0
2932,1
2933,0
2934,1
2935,0
2936,1
2937,1
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,1
2945,2
2946,1
2947,1
2948,1
2949,0
2950,0
2951,1
2952,1
2953,0
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,1
2961,1
2962,0
2963,1
2964,0
2965,1
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,1
2973,1
2974,0
2975,0
2976,0
2977,0
2978,1
2979,1
2980,1
2981,0
2982,1
2983,0
2984,1
2985,1
2986,1
2987,1
2988,0
2989,0
2990,1
2991,1
2992,0
2993,1
2994,1
2995,0
2996,1
2997,1
